Team_Name,Num_Ids,Id_Array,Dates_Array,Cron_Times_15up,Cron_Times_0-15,Sport
Baltimore Orioles,81,"[9715974, 9715901, 9715909, 9715912, 9715934, 9715970, 9715978, 9715899, 9715910, 9715918, 9715929, 9715932, 9715954, 9715965, 9715976, 9715900, 9715911, 9715919, 9715955, 9715966, 9715927, 9715930, 9715952, 9715898, 9715906, 9715920, 9715928, 9715931, 9715953, 9715964, 9715975, 9715895, 9715914, 9715925, 9715947, 9715950, 9715972, 9715904, 9715915, 9715926, 9715948, 9715951, 9715894, 9715902, 9715913, 9715935, 9715946, 9715971, 9715979, 9715963, 9715959, 9715969, 9715968, 9715967, 9715938, 9715941, 9715939, 9715942, 9715943, 9715944, 9715916, 9715921, 9715922, 9715917, 9727441, 9715961, 9715960, 9715933, 9715897, 9715905, 9715949, 9715977, 9715945, 9715936, 9715937, 9715940, 9715956, 9715957, 9715958, 9715923, 9715924]","[""2017-05-29 17:05:00+00:00"", ""2017-08-21 23:05:00+00:00"", ""2017-05-19 23:05:00+00:00"", ""2017-08-31 23:05:00+00:00"", ""2017-07-19 23:05:00+00:00"", ""2017-04-07 23:05:00+00:00"", ""2017-09-05 23:05:00+00:00"", ""2017-07-22 23:05:00+00:00"", ""2017-05-20 20:05:00+00:00"", ""2017-07-14 23:05:00+00:00"", ""2017-05-09 23:05:00+00:00"", ""2017-07-17 23:05:00+00:00"", ""2017-09-19 23:05:00+00:00"", ""2017-05-23 23:05:00+00:00"", ""2017-05-31 23:05:00+00:00"", ""2017-07-23 17:35:00+00:00"", ""2017-05-21 17:35:00+00:00"", ""2017-07-15 23:05:00+00:00"", ""2017-09-20 23:05:00+00:00"", ""2017-05-24 16:35:00+00:00"", ""2017-08-29 23:05:00+00:00"", ""2017-06-06 23:05:00+00:00"", ""2017-06-04 17:35:00+00:00"", ""2017-07-21 23:05:00+00:00"", ""2017-04-05 23:05:00+00:00"", ""2017-07-16 17:35:00+00:00"", ""2017-05-08 23:05:00+00:00"", ""2017-06-07 23:05:00+00:00"", ""2017-09-18 23:05:00+00:00"", ""2017-05-22 23:05:00+00:00"", ""2017-05-30 23:05:00+00:00"", ""2017-08-19 23:05:00+00:00"", ""2017-09-02 23:05:00+00:00"", ""2017-08-30 19:05:00+00:00"", ""2017-04-22 23:05:00+00:00"", ""2017-06-02 23:05:00+00:00"", ""2017-04-09 17:35:00+00:00"", ""2017-08-23 19:05:00+00:00"", ""2017-09-03 17:35:00+00:00"", ""2017-08-28 23:05:00+00:00"", ""2017-04-23 17:35:00+00:00"", ""2017-06-03 23:15:00+00:00"", ""2017-08-18 23:05:00+00:00"", ""2017-08-22 23:05:00+00:00"", ""2017-09-01 23:05:00+00:00"", ""2017-07-20 23:05:00+00:00"", ""2017-04-21 23:05:00+00:00"", ""2017-04-08 20:05:00+00:00"", ""2017-09-06 23:05:00+00:00"", ""2017-08-06 17:35:00+00:00"", ""2017-08-03 23:05:00+00:00"", ""2017-05-07 17:35:00+00:00"", ""2017-05-06 23:05:00+00:00"", ""2017-05-05 23:05:00+00:00"", ""2017-04-26 23:05:00+00:00"", ""2017-07-02 17:35:00+00:00"", ""2017-06-30 23:05:00+00:00"", ""2017-09-21 23:05:00+00:00"", ""2017-09-22 23:05:00+00:00"", ""2017-09-23 23:05:00+00:00"", ""2017-06-17 20:05:00+00:00"", ""2017-06-19 23:05:00+00:00"", ""2017-06-20 23:05:00+00:00"", ""2017-06-18 17:35:00+00:00"", ""2017-06-16 23:05:00+00:00"", ""2017-08-05 23:05:00+00:00"", ""2017-08-04 23:05:00+00:00"", ""2017-07-18 23:05:00+00:00"", ""2017-08-20 17:35:00+00:00"", ""2017-04-03 19:05:00+00:00"", ""2017-06-01 23:05:00+00:00"", ""2017-09-04 17:35:00+00:00"", ""2017-09-24 17:35:00+00:00"", ""2017-04-24 23:05:00+00:00"", ""2017-04-25 23:05:00+00:00"", ""2017-07-01 20:05:00+00:00"", ""2017-07-31 23:05:00+00:00"", ""2017-08-01 23:05:00+00:00"", ""2017-08-02 23:05:00+00:00"", ""2017-06-21 23:05:00+00:00"", ""2017-06-22 23:05:00+00:00""]",00-00,,mlb
Los Angeles Dodgers,82,"[9714375, 9714449, 9714402, 9714390, 9714420, 9714376, 9714394, 9714422, 9714374, 9714404, 9714393, 9714395, 9714450, 9714388, 9714377, 9714405, 9714427, 9714430, 9714372, 9714421, 9714429, 9714389, 9714403, 9714448, 9714423, 9714380, 9714400, 9714398, 9714399, 9714370, 9714379, 9714382, 9714381, 9714369, 9714371, 9714364, 9714443, 9714415, 9714366, 9714413, 9714414, 9714441, 9714365, 9714442, 9714425, 9714359, 9714362, 9714451, 9714360, 9714434, 9714361, 9714432, 9714433, 9714452, 9714426, 9714424, 9714453, 9714410, 9714411, 9741691, 9714368, 9714409, 9714445, 9714446, 9714407, 9714367, 9714408, 9714444, 9714437, 9714435, 9714438, 9714439, 9714447, 9714387, 9714384, 9714385, 9714417, 9714418, 9714419, 9714440, 9714363, 9714373]","[""2017-05-09 02:10:00+00:00"", ""2017-09-24 01:10:00+00:00"", ""2017-06-20 02:10:00+00:00"", ""2017-05-28 20:10:00+00:00"", ""2017-07-21 02:10:00+00:00"", ""2017-05-10 02:10:00+00:00"", ""2017-06-07 02:10:00+00:00"", ""2017-07-22 20:00:00+00:00"", ""2017-05-04 02:10:00+00:00"", ""2017-06-22 02:10:00+00:00"", ""2017-06-06 02:10:00+00:00"", ""2017-06-07 19:10:00+00:00"", ""2017-09-24 20:10:00+00:00"", ""2017-05-27 02:10:00+00:00"", ""2017-05-11 02:10:00+00:00"", ""2017-06-23 02:10:00+00:00"", ""2017-07-29 02:10:00+00:00"", ""2017-07-30 20:10:00+00:00"", ""2017-05-02 02:10:00+00:00"", ""2017-07-22 02:10:00+00:00"", ""2017-07-29 20:05:00+00:00"", ""2017-05-27 23:15:00+00:00"", ""2017-06-21 02:10:00+00:00"", ""2017-09-23 02:10:00+00:00"", ""2017-07-23 20:00:00+00:00"", ""2017-05-20 02:10:00+00:00"", ""2017-06-11 20:10:00+00:00"", ""2017-06-10 02:10:00+00:00"", ""2017-06-11 02:10:00+00:00"", ""2017-04-30 01:10:00+00:00"", ""2017-05-19 02:10:00+00:00"", ""2017-05-21 20:10:00+00:00"", ""2017-05-21 02:10:00+00:00"", ""2017-04-29 02:10:00+00:00"", ""2017-04-30 20:10:00+00:00"", ""2017-04-16 01:10:00+00:00"", ""2017-09-07 02:10:00+00:00"", ""2017-07-07 02:10:00+00:00"", ""2017-04-18 02:10:00+00:00"", ""2017-07-05 01:10:00+00:00"", ""2017-07-06 02:10:00+00:00"", ""2017-09-05 00:10:00+00:00"", ""2017-04-16 20:10:00+00:00"", ""2017-09-06 02:10:00+00:00"", ""2017-07-26 02:10:00+00:00"", ""2017-04-03 20:10:00+00:00"", ""2017-04-06 19:10:00+00:00"", ""2017-09-26 02:10:00+00:00"", ""2017-04-05 02:10:00+00:00"", ""2017-08-13 20:10:00+00:00"", ""2017-04-06 02:10:00+00:00"", ""2017-08-12 02:10:00+00:00"", ""2017-08-13 01:10:00+00:00"", ""2017-09-27 02:10:00+00:00"", ""2017-07-27 02:10:00+00:00"", ""2017-07-25 02:10:00+00:00"", ""2017-09-28 02:10:00+00:00"", ""2017-06-27 02:10:00+00:00"", ""2017-06-28 02:10:00+00:00"", ""2017-04-02 01:10:00+00:00"", ""2017-04-20 02:10:00+00:00"", ""2017-06-25 20:10:00+00:00"", ""2017-09-09 02:10:00+00:00"", ""2017-09-10 01:10:00+00:00"", ""2017-06-24 02:10:00+00:00"", ""2017-04-19 02:10:00+00:00"", ""2017-06-25 02:10:00+00:00"", ""2017-09-08 02:10:00+00:00"", ""2017-08-17 02:10:00+00:00"", ""2017-08-16 02:10:00+00:00"", ""2017-08-26 02:10:00+00:00"", ""2017-08-27 01:10:00+00:00"", ""2017-09-10 20:10:00+00:00"", ""2017-05-26 02:10:00+00:00"", ""2017-05-24 02:10:00+00:00"", ""2017-05-25 02:10:00+00:00"", ""2017-07-08 02:10:00+00:00"", ""2017-07-08 23:15:00+00:00"", ""2017-07-09 20:10:00+00:00"", ""2017-08-27 20:10:00+00:00"", ""2017-04-15 02:10:00+00:00"", ""2017-05-03 02:10:00+00:00""]",00-10,,mlb
Washington Nationals,82,"[9710817, 9710820, 9710842, 9710796, 9710862, 9710835, 9710811, 9710844, 9710797, 9710838, 9710816, 9710841, 9710863, 9710798, 9710793, 9710809, 9710840, 9710860, 9710799, 9710810, 9710818, 9710821, 9710843, 9710819, 9710881, 9710795, 9710836, 9710801, 9710812, 9710800, 9821718, 9710794, 9710839, 9710861, 9710829, 9710832, 9710825, 9710869, 9710867, 9710868, 9710834, 9710833, 9710826, 9710827, 9710830, 9710828, 9710831, 9710854, 9710858, 9710850, 9710857, 9710853, 9710856, 9710859, 9710851, 9710852, 9710872, 9710845, 9710846, 9710865, 9710866, 9710870, 9710871, 9710855, 9710847, 9710848, 9710849, 9710815, 9710822, 9710823, 9710824, 9710880, 9710879, 9710864, 9710805, 9710807, 9710806, 9710803, 9710804, 9710802, 9710813, 9710814]","[""2017-09-16 17:05:00+00:00"", ""2017-08-12 23:05:00+00:00"", ""2017-08-25 23:05:00+00:00"", ""2017-07-07 23:05:00+00:00"", ""2017-09-30 23:05:00+00:00"", ""2017-04-28 23:05:00+00:00"", ""2017-06-28 23:05:00+00:00"", ""2017-08-27 17:35:00+00:00"", ""2017-07-08 20:05:00+00:00"", ""2017-04-30 17:35:00+00:00"", ""2017-09-15 23:05:00+00:00"", ""2017-07-05 23:05:00+00:00"", ""2017-10-01 19:05:00+00:00"", ""2017-07-09 17:35:00+00:00"", ""2017-06-13 23:05:00+00:00"", ""2017-06-26 23:05:00+00:00"", ""2017-07-04 15:05:00+00:00"", ""2017-09-28 23:05:00+00:00"", ""2017-09-12 23:05:00+00:00"", ""2017-06-27 23:05:00+00:00"", ""2017-09-17 17:35:00+00:00"", ""2017-08-13 17:35:00+00:00"", ""2017-08-26 20:05:00+00:00"", ""2017-08-11 23:05:00+00:00"", ""2017-06-12 23:05:00+00:00"", ""2017-07-06 23:05:00+00:00"", ""2017-04-29 17:05:00+00:00"", ""2017-09-14 23:05:00+00:00"", ""2017-06-29 20:05:00+00:00"", ""2017-09-13 23:05:00+00:00"", ""2017-03-31 20:05:00+00:00"", ""2017-06-14 20:05:00+00:00"", ""2017-07-03 22:05:00+00:00"", ""2017-09-29 23:05:00+00:00"", ""2017-08-08 23:05:00+00:00"", ""2017-08-28 23:05:00+00:00"", ""2017-04-03 17:05:00+00:00"", ""2017-06-25 17:35:00+00:00"", ""2017-06-23 23:05:00+00:00"", ""2017-06-24 20:05:00+00:00"", ""2017-08-30 20:05:00+00:00"", ""2017-08-29 23:05:00+00:00"", ""2017-04-05 23:05:00+00:00"", ""2017-04-06 20:05:00+00:00"", ""2017-08-09 23:05:00+00:00"", ""2017-08-07 23:05:00+00:00"", ""2017-08-10 23:05:00+00:00"", ""2017-05-13 23:05:00+00:00"", ""2017-09-09 23:05:00+00:00"", ""2017-04-14 20:05:00+00:00"", ""2017-09-08 23:05:00+00:00"", ""2017-05-12 23:05:00+00:00"", ""2017-09-07 23:05:00+00:00"", ""2017-09-10 17:35:00+00:00"", ""2017-04-15 17:05:00+00:00"", ""2017-04-16 17:35:00+00:00"", ""2017-07-30 17:35:00+00:00"", ""2017-05-10 23:05:00+00:00"", ""2017-05-11 23:05:00+00:00"", ""2017-06-10 16:05:00+00:00"", ""2017-06-11 20:05:00+00:00"", ""2017-07-28 23:05:00+00:00"", ""2017-07-29 23:05:00+00:00"", ""2017-05-14 17:35:00+00:00"", ""2017-05-26 23:05:00+00:00"", ""2017-05-27 20:05:00+00:00"", ""2017-05-28 17:35:00+00:00"", ""2017-05-04 17:05:00+00:00"", ""2017-05-23 23:05:00+00:00"", ""2017-05-24 23:05:00+00:00"", ""2017-05-25 20:05:00+00:00"", ""2017-08-16 17:05:00+00:00"", ""2017-08-15 23:05:00+00:00"", ""2017-06-09 23:05:00+00:00"", ""2017-04-10 23:05:00+00:00"", ""2017-04-12 20:05:00+00:00"", ""2017-04-11 23:05:00+00:00"", ""2017-07-26 23:05:00+00:00"", ""2017-07-27 16:05:00+00:00"", ""2017-07-25 23:05:00+00:00"", ""2017-05-02 23:05:00+00:00"", ""2017-05-03 23:05:00+00:00""]",00-20,,mlb
Arizona Diamondbacks,83,"[9718390, 9718442, 9718443, 9718382, 9718456, 9718455, 9718453, 9718384, 9718458, 9718416, 9718430, 9718438, 9718441, 9718449, 9718463, 9718375, 9718434, 9718417, 9718428, 9718431, 9718464, 9718435, 9718446, 9718460, 9718372, 9718462, 9718433, 9718444, 9718445, 9718461, 9718440, 9718394, 9718374, 9718366, 9718436, 9718447, 9718362, 9718368, 9718439, 9718393, 9718365, 9718437, 9718448, 9718459, 9718429, 9718432, 9718450, 9718377, 9718380, 9718378, 9718452, 9718451, 9718379, 9718412, 9718423, 9718422, 9767595, 9718371, 9767599, 9718369, 9718370, 9718424, 9718395, 9718413, 9718425, 9718414, 9718411, 9718419, 9718392, 9718398, 9718391, 9718427, 9718426, 9718396, 9718415, 9718385, 9718418, 9718399, 9718400, 9718420, 9718397, 9718421, 9718389]","[""2017-05-11 01:40:00+00:00"", ""2017-08-15 01:40:00+00:00"", ""2017-08-15 19:40:00+00:00"", ""2017-04-29 01:40:00+00:00"", ""2017-09-14 01:40:00+00:00"", ""2017-09-13 01:40:00+00:00"", ""2017-09-12 01:40:00+00:00"", ""2017-04-30 00:10:00+00:00"", ""2017-09-14 19:40:00+00:00"", ""2017-06-11 20:10:00+00:00"", ""2017-07-22 01:40:00+00:00"", ""2017-08-11 01:40:00+00:00"", ""2017-08-13 20:10:00+00:00"", ""2017-08-31 19:40:00+00:00"", ""2017-09-27 01:40:00+00:00"", ""2017-04-23 20:10:00+00:00"", ""2017-07-26 01:40:00+00:00"", ""2017-06-24 01:40:00+00:00"", ""2017-07-09 02:10:00+00:00"", ""2017-07-23 00:10:00+00:00"", ""2017-09-27 19:40:00+00:00"", ""2017-07-26 19:40:00+00:00"", ""2017-08-27 20:10:00+00:00"", ""2017-09-24 00:10:00+00:00"", ""2017-04-22 01:40:00+00:00"", ""2017-09-26 01:40:00+00:00"", ""2017-07-25 01:40:00+00:00"", ""2017-08-26 01:40:00+00:00"", ""2017-08-27 00:10:00+00:00"", ""2017-09-24 20:10:00+00:00"", ""2017-08-13 00:10:00+00:00"", ""2017-05-14 20:10:00+00:00"", ""2017-04-23 00:10:00+00:00"", ""2017-04-06 01:40:00+00:00"", ""2017-08-09 01:40:00+00:00"", ""2017-08-30 01:40:00+00:00"", ""2017-04-02 20:10:00+00:00"", ""2017-04-07 01:40:00+00:00"", ""2017-08-12 01:40:00+00:00"", ""2017-05-14 00:10:00+00:00"", ""2017-04-05 01:40:00+00:00"", ""2017-08-10 01:40:00+00:00"", ""2017-08-31 01:40:00+00:00"", ""2017-09-23 01:40:00+00:00"", ""2017-07-09 20:10:00+00:00"", ""2017-07-23 20:10:00+00:00"", ""2017-09-09 01:40:00+00:00"", ""2017-04-25 01:40:00+00:00"", ""2017-04-28 01:40:00+00:00"", ""2017-04-26 01:40:00+00:00"", ""2017-09-10 20:10:00+00:00"", ""2017-09-10 00:10:00+00:00"", ""2017-04-27 01:40:00+00:00"", ""2017-06-08 01:40:00+00:00"", ""2017-06-29 19:40:00+00:00"", ""2017-06-29 01:40:00+00:00"", ""2017-03-31 01:40:00+00:00"", ""2017-04-09 20:10:00+00:00"", ""2017-04-01 01:40:00+00:00"", ""2017-04-08 01:40:00+00:00"", ""2017-04-09 00:10:00+00:00"", ""2017-07-01 01:40:00+00:00"", ""2017-05-16 01:40:00+00:00"", ""2017-06-08 19:40:00+00:00"", ""2017-07-02 02:10:00+00:00"", ""2017-06-10 01:40:00+00:00"", ""2017-06-07 01:40:00+00:00"", ""2017-06-25 20:10:00+00:00"", ""2017-05-13 01:40:00+00:00"", ""2017-05-23 01:40:00+00:00"", ""2017-05-12 01:40:00+00:00"", ""2017-07-08 01:40:00+00:00"", ""2017-07-02 20:10:00+00:00"", ""2017-05-17 01:40:00+00:00"", ""2017-06-11 02:10:00+00:00"", ""2017-04-30 20:10:00+00:00"", ""2017-06-25 02:10:00+00:00"", ""2017-05-24 01:40:00+00:00"", ""2017-05-24 19:40:00+00:00"", ""2017-06-26 19:40:00+00:00"", ""2017-05-17 19:40:00+00:00"", ""2017-06-28 01:40:00+00:00"", ""2017-05-10 01:40:00+00:00""]",00-30,,mlb
San Diego Padres,81,"[9717103, 9717162, 9717104, 9717119, 9717115, 9717117, 9717084, 9717082, 9717083, 9717165, 9717163, 9717105, 9717164, 9717123, 9717134, 9717145, 9717057, 9717060, 9717101, 9717135, 9717146, 9717160, 9717050, 9717102, 9717113, 9717121, 9717129, 9717132, 9717154, 9717141, 9717088, 9717127, 9717130, 9717122, 9717133, 9717144, 9717089, 9717100, 9717111, 9717128, 9717131, 9717153, 9717125, 9717161, 9717098, 9717055, 9717099, 9717149, 9717152, 9717053, 9717097, 9717142, 9717136, 9717120, 9717147, 9717150, 9717054, 9717090, 9717051, 9717114, 9717140, 9717126, 9717148, 9717159, 9717049, 9717052, 9717137, 9717138, 9717109, 9717094, 9717095, 9717096, 9717107, 9717106, 9717091, 9717092, 9717158, 9717155, 9717156, 9717157, 9717093]","[""2017-06-03 02:10:00+00:00"", ""2017-09-22 02:10:00+00:00"", ""2017-06-03 20:00:00+00:00"", ""2017-06-25 20:40:00+00:00"", ""2017-06-24 02:10:00+00:00"", ""2017-06-25 02:10:00+00:00"", ""2017-05-04 19:40:00+00:00"", ""2017-05-03 02:10:00+00:00"", ""2017-05-04 02:10:00+00:00"", ""2017-09-24 20:40:00+00:00"", ""2017-09-23 02:10:00+00:00"", ""2017-06-04 20:40:00+00:00"", ""2017-09-24 00:40:00+00:00"", ""2017-07-01 02:10:00+00:00"", ""2017-07-29 02:10:00+00:00"", ""2017-08-19 02:10:00+00:00"", ""2017-04-23 00:40:00+00:00"", ""2017-04-23 20:40:00+00:00"", ""2017-05-31 02:10:00+00:00"", ""2017-07-30 00:40:00+00:00"", ""2017-08-20 00:40:00+00:00"", ""2017-09-20 02:10:00+00:00"", ""2017-04-09 00:40:00+00:00"", ""2017-05-31 20:00:00+00:00"", ""2017-06-14 02:10:00+00:00"", ""2017-06-29 02:10:00+00:00"", ""2017-07-16 20:40:00+00:00"", ""2017-07-27 02:10:00+00:00"", ""2017-09-03 20:40:00+00:00"", ""2017-08-16 02:10:00+00:00"", ""2017-05-06 02:10:00+00:00"", ""2017-07-15 02:10:00+00:00"", ""2017-07-25 02:10:00+00:00"", ""2017-06-30 01:10:00+00:00"", ""2017-07-28 01:10:00+00:00"", ""2017-08-18 02:10:00+00:00"", ""2017-05-07 00:40:00+00:00"", ""2017-05-29 20:40:00+00:00"", ""2017-06-13 02:10:00+00:00"", ""2017-07-16 00:40:00+00:00"", ""2017-07-26 02:10:00+00:00"", ""2017-09-03 00:40:00+00:00"", ""2017-07-02 02:10:00+00:00"", ""2017-09-21 01:10:00+00:00"", ""2017-05-21 02:10:00+00:00"", ""2017-04-22 02:10:00+00:00"", ""2017-05-21 20:40:00+00:00"", ""2017-08-30 02:10:00+00:00"", ""2017-09-02 02:10:00+00:00"", ""2017-04-20 02:10:00+00:00"", ""2017-05-20 02:10:00+00:00"", ""2017-08-16 19:40:00+00:00"", ""2017-07-30 20:40:00+00:00"", ""2017-06-28 02:10:00+00:00"", ""2017-08-20 20:40:00+00:00"", ""2017-08-31 01:10:00+00:00"", ""2017-04-21 01:10:00+00:00"", ""2017-05-07 20:40:00+00:00"", ""2017-04-09 20:40:00+00:00"", ""2017-06-14 19:40:00+00:00"", ""2017-08-15 02:10:00+00:00"", ""2017-07-02 20:40:00+00:00"", ""2017-08-29 02:10:00+00:00"", ""2017-09-19 02:10:00+00:00"", ""2017-04-07 22:40:00+00:00"", ""2017-04-19 02:10:00+00:00"", ""2017-08-02 02:10:00+00:00"", ""2017-08-02 19:40:00+00:00"", ""2017-06-11 20:40:00+00:00"", ""2017-05-17 02:10:00+00:00"", ""2017-05-18 02:10:00+00:00"", ""2017-05-18 20:00:00+00:00"", ""2017-06-10 20:00:00+00:00"", ""2017-06-10 02:10:00+00:00"", ""2017-05-09 02:40:00+00:00"", ""2017-05-09 20:00:00+00:00"", ""2017-09-08 01:10:00+00:00"", ""2017-09-04 20:40:00+00:00"", ""2017-09-06 02:10:00+00:00"", ""2017-09-07 02:10:00+00:00"", ""2017-05-16 02:10:00+00:00""]",00-40,,mlb
